,video_id,rating
886,xHvVhhFvLtY,18
887,bUUt0v4ziG4,-7
888,XpVt6Z1Gjjo,20
889,CzYM4ZpSDJg,8
890,WYYvHb03Eog,18
891,9lzPw4EOqto,-11
892,RsG37JcEQNw,20
893,CcoBJ-dEjGg,7
894,O-eWLaO3gy4,48
895,TdH_NL35Nbw,22
896,B8G8m08G_yo,21
897,TPnuT2TLvLQ,14
898,Xqpf1FxU2q4,22
899,Cz3Coxi9D3E,36
900,3TDk34hnSXc,24
901,QQVWMp_xgGg,7
902,4MkC65emkG4,21
903,z5eG8fD-hQw,-5
904,cLdxuaxaQwc,7
905,sjlHnJvXdQs,21
906,yFMZl_nYkbw,35
907,IYvEhgYy35I,35
908,Zmi9iQp6944,65
909,V-_HM2bRa0E,60
910,I1P7GoZcZpU,13
911,iIYXR4axaJY,37
912,zcqZHYo7ONs,42
913,n4wFyyW71zs,37
914,ZtXkNMbjOEE,43
915,WCYHrvLTaqg,33
916,FfRGxN2zeWU,46
917,H8t5M9_Tvzk,38
918,eERPlIdPJtI,70
919,-Ifnaxi2LQg,18
920,cMKX2tE5Luk,20
921,KEBDxhqhzF0,40
922,zAtHxJvSczA,14
923,dtqlSPt4z20,13
924,j3MvNvV27hw,61
925,cPZ3u1z8kU0,21
926,1L7JFN7tQLs,21
927,AQa9pEkQ_0Y,56
928,K5-f1Bnltu8,15
929,5fsEPf_Uuao,24
930,bAMinWdgUCg,60
931,CsdzflTXBVQ,21
932,unIkqhB2nA0,6
933,sgBGvgxuXvQ,38
934,6z-X4r5JkyI,44
935,ZQK1F0wz6z4,25
936,pe3KSYqPIgo,10
937,T_t-ByJoDgM,66
938,SjZWJoNYpHI,15
939,Ayb_2qbZHm4,29
940,A0lYm7Qsbak,45
941,lv5uC6cfO5c,25
942,zgLtEob6X-Q,26
943,EuvVOA8uvsc,23
944,xPS7bqBePSs,56
945,JhA1Wi9mrns,33
946,EwujR1ARsog,0
947,wfZGngrCpys,15
948,0fsKoK9yLE0,53
949,ZCQuasiJgYM,-2
950,GdoNKbGQs9U,41
951,4F2KWDQQMhY,54
952,q9o_VjdugHw,1
953,QBGaO89cBMI,35
954,NWwBpOUkx9g,4
955,LcZ2AuvxXNA,12
956,GjJC5e4VpDY,4
957,w8fAellnPns,4
958,HcNcOnIkQQU,54
959,i2kJUYeb1Kw,37
960,5jRYB3nGxmc,34
961,UCrBICYM0yM,20
962,4Yue-q9Jdbk,36
963,3qVHkOOyD5s,23
964,uBGECC5U09Q,-20
965,T_PuZBdT2iM,5
966,JO7X9ZPoAp8,6
967,cviyIIvBlto,2
968,ql0Op1VcELw,37
969,O78Lpo4ctSE,42
970,l_uNfGY3v8E,-20
971,mYphOR0Jegw,39
972,Iq13mG9l6o0,1
973,FMVw_Ty8qTY,61
974,nRGz2md8l28,25
975,0afzkLHTUK8,17
976,YKgY0zQnqcU,9
977,R_jKUDmJs1Y,14
978,_pc1kON-doU,24
979,xyNX4eH17uA,-2
980,sD6RIeNP41I,10
981,9y62mZn0LXQ,12
982,dYstFRuPz8A,1
983,oKI4EAIcaLw,-7
984,I0Se3ce433Q,9
985,DZHAB3PGlfU,4
986,d8U5funnyA8,28
987,JvkLPE8efME,53
988,74zJ4scJzNs,0
989,SHq2qrFUlGY,23
990,nivfxoep6Rs,39
991,LBLGo2y_BBU,23
992,nJSrCX1U1hg,21
993,bcouc6NW4aM,11
994,ugWImY8VMzI,12
995,DyLE5nI6bXw,3
996,gDFZS0BVsBY,23
997,0H3MirHyX2w,10
998,MeGyZJiB-FQ,4
999,GyxgtAwn34A,38
1000,ZT1JsE_YbFs,25
1001,RJuqdTXhDX4,4
1002,2Hz4sDjXPQY,14
1003,krNNMFpA1wY,37
1004,equByOb9j5E,-9
1005,t4or1t4iHK0,22
1006,SF-psoWdSpo,39
1007,c1QGynzVbs4,3
1008,c8xGJju2x20,-3
1009,Q2Ku7ELCBag,36
1010,Zr22PtGd1So,5
1011,0501BTnbrxg,43
1012,p_P9J97ELlg,53
1013,2y7rk7eHHAM,9
1014,rFFo-0v_vi4,39
1015,etmUU1bs41s,15
1016,zJqk0iM96iE,24
1017,a41k9oJN0FI,9
1018,3la8bsi4P-c,29
1019,368_ovPsJk8,16
1020,XIUGqfTkaWk,39
1021,MXtDj0eGhtw,14
1022,o3_byIkXF7Q,17
1023,6x62O8A8qHw,29
1024,LP4qYyTPyl4,38
1025,XvPWUkHjWG0,39
1026,ioFUoNlWR1o,4
1027,WpddITk3bK8,26
1028,fTW7EgoKpSE,4
1029,gzh6tcMsyoQ,57
1030,wIml3h1rHVc,11
1031,30QPEkhcYeQ,11
1032,bxgFjzRW6EA,42
1033,5F_utV45MT0,0
1034,0qfgZJNCCJQ,35
1035,gIE105f0ejg,16
1036,AAZbviHZVhE,26
1037,pOZ5FrTMQMA,53
1038,4cfL9nTNugM,37
1039,tBN9kLaS-uw,40
1040,uWFAD84I66I,32
1041,RLmqKBRqyA8,32
1042,rCo4gIZu0DY,38
1043,zKriLekFPwg,45
1044,XSLc0d5aM04,2
1045,o97_jDomyqc,39
1046,w-n3qiLeVqg,-4
1047,1u5jO57eD-U,32
1048,bvim4rsNHkQ,40
1049,Xul7ku1XxRY,27
1050,Uc32z-wgxU4,31
1051,np1RFbKh5a0,42
1052,uV002CSNDac,21
1053,2zISrf-7V3U,54
1054,fcubmjoGH7I,45
1055,xsWO0dRf1p0,48
1056,CYoRmfI0LUc,34
1057,7YAAyUFL1GQ,28
1058,Q07Cp6tswnQ,40
1059,hg5yXLhl3CQ,2
1060,RsCsBqIlnHw,61
1061,FSOxXsYVJMQ,24
1062,hMfIIxf8ADo,48
1063,uNseVux0CA4,22
1064,FgSSk7xLW9w,22
1065,CuXq1hOa8_Y,5
1066,EbthMC6spAE,42
1067,7bdZn5MKugo,56
1068,nnTcCS07DKQ,0
1069,4Rg-YN7XFcM,12
1070,jjb77v3LX_s,6
1071,MdBu21i9aEE,32
1072,oqmSuPJfvJo,39
1073,fS5xHHqW-6E,68
1074,cxLQAuQsOWI,38
1075,Y7tLoqNjkks,0
1076,OWRufUWhSwM,16
1077,Wb-6fhfAn2I,36
1078,9HIkG6vMk6E,42
1079,cNgT8qEQJ3w,3
1080,bvomHFZO0mk,22
1081,Auu9Sxxt5is,8
1082,LolP3Y7_Irs,37
1083,F4ELqraXx-U,32
1084,H7ojygIbMYk,40
1085,p7sooI96zPI,
1086,DdA7tUIzA5Q,54
1087,TngCi2s5rmk,18
1088,YrTKLZi6rqk,48
1089,bUUt0v4ziG4,-7
1090,0eKdNcP4xrM,43
1091,a6y01PSb6qU,45
1092,4X6a3G_0HjY,-2
1093,cOboLQMO4tQ,-15
1094,bAdqazixuRY,51
1095,Q1eQw4ycgQM,11
1096,hqHlIRZnF38,37
1097,CzYM4ZpSDJg,12
1098,Zya-JNMJ62k,26
1099,SMinvx9EkPs,10
1100,KCiahBMis1E,4
1101,oK4me2hI_Jo,39
1102,t4QwhVt5Zk0,47
1103,3TDk34hnSXc,25
1104,xHvVhhFvLtY,18
1105,wOjjdttsHy4,7
1106,B8G8m08G_yo,21
1107,O-eWLaO3gy4,46
1108,TdH_NL35Nbw,24
1109,Xqpf1FxU2q4,25
1110,CcoBJ-dEjGg,10
1111,iwm5-I9Ay8M,18
1112,WYYvHb03Eog,16
1113,n4wFyyW71zs,45
1114,yFMZl_nYkbw,39
1115,RsG37JcEQNw,12
1116,XpVt6Z1Gjjo,13
1117,QQVWMp_xgGg,9
1118,z5eG8fD-hQw,-6
1119,UqmxHwLI9yg,39
1120,sjlHnJvXdQs,21
1121,iIYXR4axaJY,42
1122,cLdxuaxaQwc,-11
1123,zcqZHYo7ONs,28
1124,dtqlSPt4z20,14
1125,I1P7GoZcZpU,14
1126,TPnuT2TLvLQ,13
1127,BMCLQf75ev0,5
1128,eERPlIdPJtI,59
1129,IYvEhgYy35I,37
1130,j3MvNvV27hw,65
1131,5eSSL8hRU_E,10
1132,KEBDxhqhzF0,31
1133,Cz3Coxi9D3E,39
1134,ZtXkNMbjOEE,41
1135,jLa9wZHiqxg,
1136,WCYHrvLTaqg,31
1137,AQa9pEkQ_0Y,51
1138,5fsEPf_Uuao,21
1139,-Ifnaxi2LQg,29
1140,FfRGxN2zeWU,50
1141,zAtHxJvSczA,14
1142,unIkqhB2nA0,5
1143,cMKX2tE5Luk,22
1144,Zmi9iQp6944,65
1145,K5-f1Bnltu8,22
1146,cPZ3u1z8kU0,22
1147,1L7JFN7tQLs,14
1148,CsdzflTXBVQ,28
1149,xPS7bqBePSs,56
1150,SjZWJoNYpHI,15
1151,sgBGvgxuXvQ,35
1152,4F2KWDQQMhY,54
1153,lv5uC6cfO5c,22
1154,4MkC65emkG4,19
1155,0fsKoK9yLE0,53
1156,pe3KSYqPIgo,19
1157,6z-X4r5JkyI,29
1158,ZQK1F0wz6z4,29
1159,bAMinWdgUCg,65
1160,A0lYm7Qsbak,44
1161,Ayb_2qbZHm4,28
1162,JhA1Wi9mrns,36
1163,EuvVOA8uvsc,20
1164,ZCQuasiJgYM,2
1165,zgLtEob6X-Q,10
1166,HcNcOnIkQQU,59
1167,i2kJUYeb1Kw,35
1168,wfZGngrCpys,18
1169,V-_HM2bRa0E,56
1170,Tm8LGxTLtQk,33
1171,J_ub7Etch2U,28
1172,TV2HTSV3w40,21
1173,MBdVXkSdhwU,12
1174,SLoQoYi3P5U,11
1175,CDfhFfKSohc,10
1176,zTTaFg2Sq9Y,3
1177,FZrrfGfI3uM,29
1178,0afzkLHTUK8,13
1179,kcTdfHXdRXo,26
1180,0R7MQwmbiQc,26
1181,bvuQ0ZusV8Q,23
1182,PKv4LdN_JYs,6
1183,nRGz2md8l28,12
1184,gs9AV6BKh74,20
1185,YKgY0zQnqcU,14
1186,klSWPvDCYoI,33
1187,CMfo-s9izIc,9
1188,kxqeW4v350M,29
1189,DZHAB3PGlfU,21
1190,-DGXHMOhXAw,9
1191,HzIB6TC1Ghw,-7
1192,LTsSGSi9mqo,42
1193,9dobJDxPEzM,32
1194,xyNX4eH17uA,-2
1195,taKGnsqeCPs,39
1196,ZBo1S6YZXa0,53
1197,MMEgnbIVWXc,5
1198,qqNn14l7hhA,42
1199,57-gdzXqkRc,20
1200,83ZrTybo2t4,32
1201,R_jKUDmJs1Y,20
1202,ugWImY8VMzI,54
1203,bgc2rSzKA3w,-5
1204,8bSCIUAeLis,3
1205,rtk-BLeHv6M,13
1206,_pc1kON-doU,38
1207,sD6RIeNP41I,22
1208,XaE08gz0ogk,35
1209,9y62mZn0LXQ,13
1210,RkBEEiG-wd4,-5
1211,dYstFRuPz8A,4
1212,HjkmacUCJw8,9
1213,d8U5funnyA8,22
1214,bcouc6NW4aM,11
1215,oKI4EAIcaLw,15
1216,VSRz1ReNg3Y,14
1217,I0Se3ce433Q,14
1218,JvkLPE8efME,45
1219,2m65xSqUWaI,30
1220,nJSrCX1U1hg,18
1221,74zJ4scJzNs,5
1222,c8xGJju2x20,-2
1223,L9IDqn-qt98,-1
1224,ruRvc4huFkE,36
1225,0H3MirHyX2w,16
1226,nivfxoep6Rs,38
1227,SHq2qrFUlGY,13
1228,2Hz4sDjXPQY,17
1229,gDFZS0BVsBY,29
1230,T-IXvsQuogs,20
1231,LBLGo2y_BBU,32
1232,U1ArsQ72hRA,3
1233,MeGyZJiB-FQ,5
1234,3iYOBuyS97A,0
1235,Ah3V4S15Lyc,14
1236,c1QGynzVbs4,12
1237,GyxgtAwn34A,31
1238,ZT1JsE_YbFs,29
1239,-CEuQhqNzz4,11
1240,krNNMFpA1wY,36
1241,t4or1t4iHK0,23
1242,equByOb9j5E,-5
1243,zJqk0iM96iE,21
1244,RJuqdTXhDX4,20
1245,S-a8NVEUO4E,
1246,MXtDj0eGhtw,12
1247,2y7rk7eHHAM,7
1248,Q2Ku7ELCBag,37
1249,SF-psoWdSpo,34
1250,_5ZrSKpbdSg,27
1251,0501BTnbrxg,26
1252,Zr22PtGd1So,5
1253,p_P9J97ELlg,59
1254,lno7AN8hLvQ,26
1255,a41k9oJN0FI,10
1256,etmUU1bs41s,19
1257,368_ovPsJk8,25
1258,XIUGqfTkaWk,48
1259,6x62O8A8qHw,27
1260,rFFo-0v_vi4,37
1261,fTW7EgoKpSE,3
1262,XvPWUkHjWG0,41
1263,ioFUoNlWR1o,3
1264,uAI5rSiGyNY,28
1265,LP4qYyTPyl4,34
1266,WpddITk3bK8,24
1267,0qfgZJNCCJQ,44
1268,4cfL9nTNugM,40
1269,gIE105f0ejg,20
1270,bxgFjzRW6EA,40
1271,RLmqKBRqyA8,35
1272,tBN9kLaS-uw,38
1273,Oz88_p125uM,
1274,pOZ5FrTMQMA,57
1275,rCo4gIZu0DY,37
1276,o97_jDomyqc,43
1277,zKriLekFPwg,44
1278,XSLc0d5aM04,1
1279,wIml3h1rHVc,15
1280,bvim4rsNHkQ,58
1281,uWFAD84I66I,32
1282,AAZbviHZVhE,29
1283,w-n3qiLeVqg,-4
1284,1u5jO57eD-U,25
1285,gzh6tcMsyoQ,60
1286,Uc32z-wgxU4,40
1287,np1RFbKh5a0,43
1288,7YAAyUFL1GQ,23
1289,2zISrf-7V3U,47
1290,uV002CSNDac,24
1291,wOjjdttsHy4,5
1292,Q07Cp6tswnQ,40
1293,Xul7ku1XxRY,22
1294,fcubmjoGH7I,42
1295,hg5yXLhl3CQ,2
1296,xsWO0dRf1p0,49
1297,uNseVux0CA4,21
1298,CuXq1hOa8_Y,6
1299,hMfIIxf8ADo,49
1300,H7ojygIbMYk,42
1301,RsCsBqIlnHw,64
1302,EbthMC6spAE,42
1303,7bdZn5MKugo,59
1304,nnTcCS07DKQ,3
1305,jjb77v3LX_s,5
1306,4Rg-YN7XFcM,12
1307,KCiahBMis1E,5
1308,fBTBc2OA9fw,26
1309,MdBu21i9aEE,29
1310,oqmSuPJfvJo,34
1311,cxLQAuQsOWI,39
1312,Zya-JNMJ62k,27
1313,CYoRmfI0LUc,27
1314,OWRufUWhSwM,14
1315,Y7tLoqNjkks,0
1316,Auu9Sxxt5is,2
1317,cNgT8qEQJ3w,5
1318,a6y01PSb6qU,45
1319,9HIkG6vMk6E,42
1320,fS5xHHqW-6E,60
1321,Wb-6fhfAn2I,34
1322,p7sooI96zPI,
1323,jXj6c7bmxII,19
1324,bAdqazixuRY,65
1325,bUUt0v4ziG4,-7
1326,bvomHFZO0mk,22
1327,LolP3Y7_Irs,38
1328,YrTKLZi6rqk,48
1329,TngCi2s5rmk,7
1330,4X6a3G_0HjY,-2
1331,F4ELqraXx-U,36
1332,cOboLQMO4tQ,-14
1333,Q1eQw4ycgQM,11
1334,SMinvx9EkPs,12
1335,DdA7tUIzA5Q,51
1336,O-eWLaO3gy4,45
1337,hqHlIRZnF38,51
1338,oK4me2hI_Jo,38
1339,CzYM4ZpSDJg,11
1340,t4QwhVt5Zk0,50
1341,NTe6-26-fHg,43
1342,0eKdNcP4xrM,44
1343,xHvVhhFvLtY,19
1344,Xqpf1FxU2q4,18
1345,RsG37JcEQNw,17
1346,3TDk34hnSXc,23
1347,TPnuT2TLvLQ,13
1348,CcoBJ-dEjGg,10
1349,xPS7bqBePSs,57
1350,WYYvHb03Eog,18
1351,yFMZl_nYkbw,44
1352,n4wFyyW71zs,50
1353,XpVt6Z1Gjjo,3
1354,z5eG8fD-hQw,-10
1355,I1P7GoZcZpU,15
1356,sjlHnJvXdQs,24
1357,zcqZHYo7ONs,34
1358,cLdxuaxaQwc,4
1359,QQVWMp_xgGg,4
1360,iIYXR4axaJY,39
1361,iwm5-I9Ay8M,18
1362,BMCLQf75ev0,6
1363,5eSSL8hRU_E,10
1364,Cz3Coxi9D3E,40
1365,Eef-1HLKgoQ,20
1366,8ropWor8aAM,62
1367,dInwVhRtN4E,-5
1368,cOlibbx5sx0,32
1369,qtfMzdqifF0,25
1370,QC-cMv0e3Dc,17
1371,8ndhidEmUbI,14
1372,VGBZ2YfVx1Y,19
1373,N_zDcuX1Y54,37
1374,fUffrvUjwCY,54
1375,Tm8LGxTLtQk,27
1376,klSWPvDCYoI,29
1377,jKInAMNrXRA,35
1378,7Cn0-CwintU,31
1379,WJfeapsCnPI,-1
1380,veqMs7SQteY,19
1381,dX72axAvIGc,17
1382,paXOkGMyG8M,36
1383,F8i8pnZmk50,32
1384,1QWLyi03twg,14
1385,-zCYX0esYlo,7
1386,PbW14E2eHJ0,26
1387,eLdqkQWUVFI,1
1388,J_ub7Etch2U,31
1389,TV2HTSV3w40,22
1390,xmhRIEqbKIY,10
1391,zTTaFg2Sq9Y,16
1392,CDfhFfKSohc,5
1393,Rmg5fLRBkZo,41
1394,7Y-U9NN6-N4,13
1395,E5Hfl6Nqw3Q,-6
1396,OHL3J9cKNyg,11
1397,PKv4LdN_JYs,-5
1398,IxI1iOi0t-c,25
1399,kcTdfHXdRXo,28
1400,SLoQoYi3P5U,17
1401,Z-LmHjkN2EU,-4
1402,6Vb6Z9i5sHs,4
1403,gs9AV6BKh74,28
1404,ebzims_XwpM,30
1405,MBdVXkSdhwU,28
1406,GG2hY4h0mJM,31
1407,FZrrfGfI3uM,30
1408,9W0WPPpCFaM,17
1409,apskNjHtGh8,1
1410,ydbxmm88-As,57
1411,DoQEpaQE5-g,40
1412,4KAfi8-2tVg,3
1413,ZGlYvprDKNM,35
1414,0R7MQwmbiQc,31
1415,hwthovxn3zM,24
1416,LRuLYXsl_A4,3
1417,YKgY0zQnqcU,20
1418,bvuQ0ZusV8Q,27
1419,uqoFsqOJYCg,-26
1420,qqNn14l7hhA,47
1421,nRGz2md8l28,20
1422,vQ3XgMKAgxc,29
1423,-wQLKMUWANg,35
1424,Hx9Juyi_uAw,1
1425,j9giQP9SX-U,48
1426,DZHAB3PGlfU,22
1427,-DGXHMOhXAw,19
1428,9dobJDxPEzM,34
1429,AyiYuBCLTjc,10
1430,HzIB6TC1Ghw,3
1431,DHYRxML2SpA,13
1432,g_PtkN3aYFo,24
1433,xyNX4eH17uA,1
1434,mOrdWbqp85E,42
1435,Vgme9O6YZI8,-1
1436,ruRvc4huFkE,27
1437,B2B0GMtowmU,0
1438,wGwsgf5CdxU,26
1439,TImAMCQbwJo,1
1440,8bSCIUAeLis,5
1441,LTsSGSi9mqo,43
1442,GMFnJln3IEA,3
1443,_n0Ps1KWVU0,25
1444,S7rQSRGGKSQ,37
1445,83ZrTybo2t4,26
1446,ZBo1S6YZXa0,57
1447,DBBt7IhHOFQ,37
1448,LnxSTShwDdQ,-10
1449,HjkmacUCJw8,12
1450,mceaM2_zQd8,8
1451,fSkTpKa5gbo,19
1452,5CHJbMnLPKw,24
1453,ugWImY8VMzI,50
1454,rtk-BLeHv6M,15
1455,y5lIKZoN1_0,3
1456,2ZfHXn4rmAc,1
1457,R_jKUDmJs1Y,13
1458,FPRTN_r9IyM,12
1459,KHshdXDxR3c,28
1460,sD6RIeNP41I,19
1461,_pc1kON-doU,35
1462,bgc2rSzKA3w,-6
1463,nft99BbsKwU,4
1464,RkBEEiG-wd4,3
1465,9y62mZn0LXQ,17
1466,bcouc6NW4aM,9
1467,XSCneVakGGk,7
1468,dYstFRuPz8A,6
1469,-CEuQhqNzz4,15
1470,d8U5funnyA8,16
1471,2m65xSqUWaI,34
1472,L9IDqn-qt98,-2
1473,JvkLPE8efME,54
1474,I0Se3ce433Q,0
1475,nJSrCX1U1hg,10
1476,74zJ4scJzNs,4
1477,0H3MirHyX2w,18
1478,8F_eHiMYQjg,3
1479,nivfxoep6Rs,48
1480,SHq2qrFUlGY,12
1481,T-IXvsQuogs,17
1482,gDFZS0BVsBY,34
1483,LBLGo2y_BBU,15
1484,U1ArsQ72hRA,3
1485,2Hz4sDjXPQY,16
1486,3iYOBuyS97A,0
1487,MeGyZJiB-FQ,4
1488,c8xGJju2x20,-2
1489,c1QGynzVbs4,20
1490,Ah3V4S15Lyc,14
1491,GyxgtAwn34A,33
1492,ZT1JsE_YbFs,34
1493,t4or1t4iHK0,25
1494,SF-psoWdSpo,32
1495,RJuqdTXhDX4,9
1496,S-a8NVEUO4E,
1497,2y7rk7eHHAM,11
1498,MXtDj0eGhtw,6
1499,krNNMFpA1wY,34
1500,zJqk0iM96iE,29
1501,p_P9J97ELlg,51
1502,0501BTnbrxg,36
1503,fTW7EgoKpSE,3
1504,lno7AN8hLvQ,34
1505,a41k9oJN0FI,16
1506,XIUGqfTkaWk,52
1507,rFFo-0v_vi4,39
1508,WpddITk3bK8,24
1509,wOjjdttsHy4,6
1510,etmUU1bs41s,18
1511,LP4qYyTPyl4,42
1512,uAI5rSiGyNY,33
1513,XvPWUkHjWG0,31
1514,ioFUoNlWR1o,3
1515,368_ovPsJk8,29
1516,0qfgZJNCCJQ,38
1517,_5ZrSKpbdSg,18
1518,wIml3h1rHVc,15
1519,bxgFjzRW6EA,45
1520,gIE105f0ejg,15
1521,4cfL9nTNugM,43
1522,pOZ5FrTMQMA,56
1523,RLmqKBRqyA8,33
1524,o97_jDomyqc,39
1525,uWFAD84I66I,38
1526,XSLc0d5aM04,3
1527,zKriLekFPwg,46
1528,rCo4gIZu0DY,35
1529,Oz88_p125uM,
1530,bvim4rsNHkQ,47
1531,tBN9kLaS-uw,31
1532,AAZbviHZVhE,32
1533,gzh6tcMsyoQ,61
1534,Uc32z-wgxU4,32
1535,7YAAyUFL1GQ,22
1536,Q07Cp6tswnQ,41
1537,Xul7ku1XxRY,29
1538,2zISrf-7V3U,31
1539,hg5yXLhl3CQ,2
1540,w-n3qiLeVqg,-6
1541,oqmSuPJfvJo,19
1542,uNseVux0CA4,21
1543,fcubmjoGH7I,36
1544,xsWO0dRf1p0,55
1545,CuXq1hOa8_Y,6
1546,H7ojygIbMYk,42
1547,EbthMC6spAE,41
1548,jjb77v3LX_s,3
1549,nnTcCS07DKQ,0
1550,7bdZn5MKugo,60
1551,4Rg-YN7XFcM,12
1552,RsCsBqIlnHw,64
1553,KCiahBMis1E,5
1554,CYoRmfI0LUc,19
1555,4X6a3G_0HjY,-4
1556,Y7tLoqNjkks,0
1557,MdBu21i9aEE,34
1558,Auu9Sxxt5is,2
1559,9HIkG6vMk6E,33
1560,OZAfse9Pb4c,3
1561,7KS2oJPzeZk,36
1562,8ndhidEmUbI,8
1563,A8QQBRIqZmw,16
1564,wB5Hek7Z2b8,32
1565,XF_ARz7jTUw,31
1566,LoMhBo8ATBM,-13
1567,lIY6zFL95hE,26
1568,qR1EM-RIZNk,21
1569,Eat7nKj_30o,3
1570,yIq-N7m0upU,26
1571,pV_5gjQ7lhk,16
1572,iX6ScurPhCo,15
1573,TmVu7Sn7hZw,-11
1574,dInwVhRtN4E,-4
1575,5Xe0Qd6bUFo,27
1576,vpcDYc_4gV4,3
1577,WRzqSDyOSbY,36
1578,J_OyB0k-IVg,-7
1579,Lf3ER5Ope_s,19
1580,UO0hIASuAqY,13
1581,cWfTBkTJOH8,35
1582,1QWLyi03twg,17
1583,dvPJJUbM8IY,31
1584,qtfMzdqifF0,20
1585,WJfeapsCnPI,-4
1586,0Rb2rr1vWpI,13
1587,Lv3Uy2rjgCE,50
1588,0ptNpGfMRCg,11
1589,Eef-1HLKgoQ,27
1590,QC-cMv0e3Dc,32
1591,1kVLpFilePw,30
1592,CGN6QXv7sfs,12
1593,N_zDcuX1Y54,42
1594,fUffrvUjwCY,54
1595,VGBZ2YfVx1Y,35
1596,_MEFyG-IE_I,24
1597,lse3oJfPPk4,31
1598,ZW4jOlyj-sM,24
1599,jKInAMNrXRA,29
1600,X7WFMUq5ECE,1
1601,GVvqt-8-fz0,59
1602,paXOkGMyG8M,54
1603,7Cn0-CwintU,31
1604,Tm8LGxTLtQk,28
1605,mlxdnyfkWKQ,11
1606,BwYPddy_5bk,40
1607,JtZo62mPEKM,32
1608,mlxdnyfkWKQ,11
1609,tVtsp_mASno,19
1610,7Cn0-CwintU,33
1611,ZVPTxFZTQis,28
1612,Tm8LGxTLtQk,28
1613,JtZo62mPEKM,32
1614,r1f8hd4yh0c,13
1615,BwYPddy_5bk,39
1616,tlACd8CquRk,49
1617,-zCYX0esYlo,28
1618,E5Hfl6Nqw3Q,3
1619,m59HKBUi3cY,46
1620,eLdqkQWUVFI,6
1621,PKv4LdN_JYs,-7
1622,J_ub7Etch2U,36
1623,TV2HTSV3w40,31
1624,6Vb6Z9i5sHs,-12
1625,GG2hY4h0mJM,33
1626,zTTaFg2Sq9Y,9
1627,PbW14E2eHJ0,35
1628,xmhRIEqbKIY,10
1629,gs9AV6BKh74,25
1630,Z-LmHjkN2EU,-13
1631,cvaVRlWltD4,21
1632,Sg3DfyDkln0,3
1633,lokFoo_QD8c,36
1634,hwthovxn3zM,33
1635,56kiI-JKSdY,27
1636,Rmg5fLRBkZo,45
1637,mWFaxs-KvMY,37
1638,SLoQoYi3P5U,5
1639,4KAfi8-2tVg,4
1640,CDfhFfKSohc,4
1641,iL_-GwbEP4g,47
1642,7Y-U9NN6-N4,3
1643,efJ1xZJDZlI,-3
1644,RIGgn1s3AvI,45
1645,qqNn14l7hhA,53
1646,kcTdfHXdRXo,28
1647,mOrdWbqp85E,37
1648,L6QAx5mqFKU,34
1649,rZ2vh8rZd18,30
1650,hNsUtZmWgdg,-1
1651,ebzims_XwpM,37
1652,MBdVXkSdhwU,18
1653,-wQLKMUWANg,29
1654,ZGlYvprDKNM,42
1655,a9ITIaKzG3A,17
1656,g_PtkN3aYFo,22
1657,FZrrfGfI3uM,32
1658,DoQEpaQE5-g,41
1659,qi2uOOAKJjY,61
1660,t3oar3hIDWA,37
1661,BfxOimRxXvU,
1662,ydbxmm88-As,57
1663,k1gVVnv_om4,8
1664,0R7MQwmbiQc,13
1665,uqoFsqOJYCg,-11
1666,bvuQ0ZusV8Q,19
1667,vQ3XgMKAgxc,9
1668,9dobJDxPEzM,45
1669,mPvNt7PB6dE,0
1670,L6wODNHi4qE,2
1671,xyNX4eH17uA,0
1672,ceLV1v3mV4E,39
1673,cHbkEESIl7g,36
1674,nRGz2md8l28,17
1675,-DGXHMOhXAw,22
1676,DHYRxML2SpA,10
1677,LRuLYXsl_A4,0
1678,vd7LCYVH1vc,-1
1679,JgYfZAjOgEM,47
1680,rn5Xgak1zzA,3
1681,wBjAmThxDpA,
1682,yTVysPsX5ns,7
1683,Hx9Juyi_uAw,1
1684,Vgme9O6YZI8,0
1685,AyiYuBCLTjc,14
1686,p1WJ01Ij9AQ,27
1687,k8LF_FU2luY,
1688,B2B0GMtowmU,1
1689,j9giQP9SX-U,48
1690,ruRvc4huFkE,20
1691,apskNjHtGh8,1
1692,HzIB6TC1Ghw,4
1693,mceaM2_zQd8,8
1694,y5lIKZoN1_0,6
1695,DZHAB3PGlfU,21
1696,fSkTpKa5gbo,24
1697,TImAMCQbwJo,3
1698,LTsSGSi9mqo,28
1699,GMFnJln3IEA,4
1700,wGwsgf5CdxU,24
1701,DBBt7IhHOFQ,31
1702,LnxSTShwDdQ,5
1703,ZBo1S6YZXa0,57
1704,rtk-BLeHv6M,15
1705,83ZrTybo2t4,29
1706,ZaZ_GkB_d34,10
1707,S7rQSRGGKSQ,40
1708,8bSCIUAeLis,4
1709,5CHJbMnLPKw,23
1710,nft99BbsKwU,4
1711,_pc1kON-doU,56
1712,unByRjDRA34,63
1713,RkBEEiG-wd4,0
1714,ugWImY8VMzI,51
1715,KHshdXDxR3c,28
1716,R_jKUDmJs1Y,12
1717,FPRTN_r9IyM,13
1718,d8U5funnyA8,15
1719,HjkmacUCJw8,11
1720,WYoWaouvXXA,39
1721,9y62mZn0LXQ,14
1722,rGi2b25Bx0I,-10
1723,oD7nZouNyDA,62
1724,dYstFRuPz8A,2
1725,XSCneVakGGk,8
1726,JvkLPE8efME,49
1727,40M4DF8aIYs,57
1728,L9IDqn-qt98,0
1729,T-IXvsQuogs,19
